country,system_name,system_type,classification,year_inducted,tech_generation,max_speed_kmph,range_km,max_altitude_m,stealth_rating,ew_capability,payload_kg,reliability,cost_million_usd,threat_level,operational_status,combat_proven,description,image_url,wikipedia_url,fuel_efficiency,export_available,system_id
USA,F-22 Raptor,Fighter_Aircraft,Modern,2005,5.0,2414,2960,19800,9.5,9.5,4500,85,334.0,9.8,Active,True,"World's first operational 5th-gen air superiority fighter. All-aspect stealth, supercruise capability. 186 in USAF service. Unmatched BVR combat capability.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/F-22_Raptor_edited.jpg/320px-F-22_Raptor_edited.jpg,https://en.wikipedia.org/wiki/Lockheed_Martin_F-22_Raptor,0.531,No,ADS_011
USA,F-35A Lightning II,Fighter_Aircraft,Modern,2015,5.0,1960,2220,15240,9.0,9.8,8160,88,110.0,9.5,Active,True,"Multi-role 5th-gen stealth strike fighter. Most advanced sensor fusion ever built. 800+ delivered globally. AN/APG-81 AESA radar, DAS system, EOTS.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/F-35A_flight_%28cropped%29.jpg/320px-F-35A_flight_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Lockheed_Martin_F-35_Lightning_II,1.955,No,ADS_012
USA,F-15EX Eagle II,Fighter_Aircraft,Modern,2021,4.5,3017,1967,20000,3.5,9.0,13381,93,87.0,9.2,Active,False,"Latest evolution of the legendary F-15. Largest payload of any fighter (22 AIM-120 missiles). Fly-by-wire, EPAWSS EW suite. Never lost in air-to-air combat lineage.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/F-15EX_first_flight.jpg/320px-F-15EX_first_flight.jpg,https://en.wikipedia.org/wiki/Boeing_F-15EX_Eagle_II,1.749,No,ADS_013
USA,MQ-9 Reaper,UAV_Drone,Modern,2007,4.5,482,1852,15240,2.5,6.0,1700,90,32.0,8.0,Active,True,"Hunter-killer MALE drone. Can loiter 27 hours. Armed with Hellfire missiles, GBU-12 bombs. 300+ kills of HVTs. Operated by USAF, CIA, allies in 6 countries.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/MQ-9_Reaper_in_flight_%28edit%29.jpg/320px-MQ-9_Reaper_in_flight_%28edit%29.jpg,https://en.wikipedia.org/wiki/General_Atomics_MQ-9_Reaper,0.819,Yes,ADS_014
USA,THAAD System,SAM_System,Modern,2008,5.5,10800,200,150000,0.0,9.0,0,97,3000.0,9.5,Active,True,"Terminal High Altitude Area Defense. Hit-to-kill technology for ballistic missiles. Deployed in South Korea, Guam, UAE, Israel. AN/TPY-2 radar, 100% intercept rate in tests.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/THAAD_battery.jpg/320px-THAAD_battery.jpg,https://en.wikipedia.org/wiki/Terminal_High_Altitude_Area_Defense,0.773,Yes,ADS_015
USA,Patriot PAC-3 MSE,SAM_System,Modern,2016,5.0,8100,35,24000,0.0,8.5,0,93,4.0,8.8,Active,True,Latest Patriot interceptor with extended range. Hit-to-kill kinetic warhead. Combat proven in Ukraine. Used by 18 countries. Proven against TBMs and cruise missiles.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Patriot_missile_launch_b.jpg/320px-Patriot_missile_launch_b.jpg,https://en.wikipedia.org/wiki/Patriot_missile_system,0.775,Yes,ADS_016
USA,AH-64E Apache Guardian,Helicopter,Modern,2011,4.5,293,476,4573,2.5,7.0,1701,87,35.0,8.5,Active,True,"World's premier attack helicopter. Fire Control Radar, AGM-114 Hellfire, Stinger AAM. India operates 22 Apaches. Proven in Iraq, Afghanistan, Gulf War.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/AH-64_Apache.jpg/320px-AH-64_Apache.jpg,https://en.wikipedia.org/wiki/Boeing_AH-64_Apache,0.956,Yes,ADS_017
USA,F-16 Block 70/72,Fighter_Aircraft,Modern,2023,4.5,2120,1600,15240,3.0,8.0,7700,90,65.0,8.0,Active,True,"Most advanced F-16 variant. AN/APG-83 SABR AESA radar, upgraded avionics. New production aircraft offered to India. Combat proven in 25 countries.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/F-16_June_2008.jpg/320px-F-16_June_2008.jpg,https://en.wikipedia.org/wiki/General_Dynamics_F-16_Fighting_Falcon,1.287,Yes,ADS_018
Russia,Su-57 Felon,Fighter_Aircraft,Modern,2020,5.0,2600,3500,20000,7.5,9.5,10000,78,50.0,9.2,Active,True,"Russia's 5th-gen stealth fighter. Internal weapons bays, supercruise. Used in Ukraine conflict. Features Sh121 EW suite – most powerful fighter-EW in world.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Su-57_in_2019.jpg/320px-Su-57_in_2019.jpg,https://en.wikipedia.org/wiki/Sukhoi_Su-57,1.148,Yes,ADS_019
Russia,Su-35S Flanker-E,Fighter_Aircraft,Modern,2014,4.5,2500,3600,18000,3.5,8.5,8000,82,65.0,8.8,Active,True,"4++ generation super-maneuverable fighter. Irbis-E radar (400km range), 3D TVC engines. ~100 in VKS service. Used extensively in Syria and Ukraine.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Su-35S_in_2015.jpg/320px-Su-35S_in_2015.jpg,https://en.wikipedia.org/wiki/Sukhoi_Su-35,0.937,No,ADS_020
Russia,S-500 Prometheus,SAM_System,Modern,2021,6.0,25200,600,200000,0.0,9.8,0,90,1200.0,10.0,Active,False,"World's most advanced SAM system. Can intercept hypersonic glide vehicles, satellites, ICBM warheads. 200km altitude engagement. Fully networked with S-400.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/S-500_Prometheus_missile_system.jpg/320px-S-500_Prometheus_missile_system.jpg,https://en.wikipedia.org/wiki/S-500_missile_system,1.418,Yes,ADS_021
Russia,S-400 Triumf (Russia),SAM_System,Modern,2007,5.5,17000,400,30000,0.0,9.5,0,95,500.0,9.8,Active,True,"Proven long-range SAM. Russia operates 40+ batteries. Sold to India, China, Turkey. Can engage stealth aircraft. 91N6E Big Bird radar detects F-35.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/S-400_Triumf_by_Vitaly_Kuzmin.jpg/320px-S-400_Triumf_by_Vitaly_Kuzmin.jpg,https://en.wikipedia.org/wiki/S-400_missile_system,0.709,Yes,ADS_022
Russia,Ka-52M Alligator,Helicopter,Modern,2020,4.5,300,460,5500,3.0,8.0,2000,80,18.0,8.2,Active,True,"Side-by-side twin-seat attack helicopter. Advanced Arbalet MMW radar, Hermes-A anti-tank missiles. Widely used in Ukraine. Export version Ka-52K for aircraft carriers.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Ka-52_%22Alligator%22_MAKS2013.jpg/320px-Ka-52_%22Alligator%22_MAKS2013.jpg,https://en.wikipedia.org/wiki/Kamov_Ka-52,0.938,No,ADS_023
Russia,S-70 Okhotnik-B (UCAV),UAV_Drone,Modern,2023,5.5,1000,6000,18000,8.0,7.0,6000,72,40.0,9.0,Active,False,Heavy stealth combat drone (20-tonne UCAV). Designed to fly with Su-57 as loyal wingman. Subsonic flying wing design. Carries air-launched cruise missiles.,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/S-70_Okhotnik_UCAV.jpg/320px-S-70_Okhotnik_UCAV.jpg,https://en.wikipedia.org/wiki/Sukhoi_S-70_Okhotnik-B,1.05,Yes,ADS_024
China,J-20 Mighty Dragon,Fighter_Aircraft,Modern,2017,5.0,2100,2000,20000,7.5,8.5,11000,80,100.0,9.0,Active,False,"China's 5th-gen air superiority fighter. Features canard-delta design, AESA radar, TY-90 IR missile. ~150 in PLAAF service. Primary counter to F-22/F-35.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/J-20_2018.jpg/320px-J-20_2018.jpg,https://en.wikipedia.org/wiki/Chengdu_J-20,1.184,Yes,ADS_025
China,J-16 Flanker Derivative,Fighter_Aircraft,Modern,2013,4.5,2200,4000,18000,3.0,8.0,12000,82,70.0,8.5,Active,False,"China's premier multirole strike fighter derived from Su-30. AESA radar, 12 hardpoints. ~200 in PLAAF. J-16D variant is dedicated electronic warfare aircraft.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/J-16_in_2018.jpg/320px-J-16_in_2018.jpg,https://en.wikipedia.org/wiki/Shenyang_J-16,1.678,No,ADS_026
China,J-10C Vigorous Dragon,Fighter_Aircraft,Modern,2018,4.5,2100,1850,18000,3.5,7.5,7200,83,49.0,8.0,Active,False,China's AESA-equipped 4.5-gen lightweight fighter. PL-15 and PL-10 missiles. Pakistan operates export J-10CE. Direct competitor to India's Tejas Mk2.,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/J-10C_of_the_PLAAF.jpg/320px-J-10C_of_the_PLAAF.jpg,https://en.wikipedia.org/wiki/Chengdu_J-10,0.8,Yes,ADS_027
China,HQ-9B SAM System,SAM_System,Modern,2016,5.0,14000,260,27000,0.0,8.5,0,88,500.0,9.0,Active,False,"China's premier long-range SAM inspired by S-300. Phased-array radar, 260km range. Deployed along LAC near Pangong Tso. China exports to multiple countries.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/HQ-9_SAM_system.jpg/320px-HQ-9_SAM_system.jpg,https://en.wikipedia.org/wiki/HQ-9,1.271,Yes,ADS_028
China,Wing Loong II (MALE UAV),UAV_Drone,Modern,2017,4.5,370,2000,9000,2.0,5.5,480,80,4.5,6.5,Active,True,"CASC combat drone widely exported. Carries CM-102 ARMs, LS-6 bombs, Blue Arrow anti-tank missiles. Used in Libya, Ethiopia, UAE. China's answer to MQ-9.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Wing_Loong_II_UAV.jpg/320px-Wing_Loong_II_UAV.jpg,https://en.wikipedia.org/wiki/CASC_Wing_Loong,1.389,Yes,ADS_029
China,Z-10ME Attack Helicopter,Helicopter,Modern,2003,4.0,270,800,6400,2.5,6.0,1500,78,15.0,7.0,Active,False,"China's dedicated attack helicopter. Features millimeter-wave radar, HJ-10 anti-tank missiles, TY-90 AAM. PLAAF deploys at high altitude near LAC.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Z-10_helicopter.jpg/320px-Z-10_helicopter.jpg,https://en.wikipedia.org/wiki/Changhe_Z-10,0.57,Yes,ADS_030
Pakistan,JF-17 Thunder Block III,Fighter_Aircraft,Modern,2022,4.5,1960,1352,16000,3.0,7.0,3629,80,32.0,7.5,Active,True,"Joint Pakistan-China fighter. Block III has AESA radar, HMDS, dual WSO. Carries PL-15 BVR missile. 23 Block IIIs delivered. Claimed to shoot down Indian aircraft in 2019.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/JF-17_Thunder_PAF.jpg/320px-JF-17_Thunder_PAF.jpg,https://en.wikipedia.org/wiki/CAC/PAC_JF-17_Thunder,1.411,No,ADS_031
Pakistan,F-16 Block 52+,Fighter_Aircraft,Modern,2010,4.5,2120,1600,15240,2.5,7.0,7700,85,62.0,7.8,Active,True,"Pakistan's most capable fighter. AN/APG-68(V)9 radar, AIM-120C-5 AMRAAM. Used in Balochistan operations. 76 F-16s in PAF. Major US leverage point.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/F-16_June_2008.jpg/320px-F-16_June_2008.jpg,https://en.wikipedia.org/wiki/General_Dynamics_F-16_Fighting_Falcon,0.756,No,ADS_032
Pakistan,Mirage III/V (Pakistan),Fighter_Aircraft,Traditional,1967,3.0,2350,1300,17000,1.5,3.5,4500,55,12.0,4.5,Active,True,"Aging French-origin fighters. Modified with Chinese avionics, Atar 9C engines. Still form significant PAF strength. Used for nuclear strike delivery role.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Mirage_IIIEA.jpg/320px-Mirage_IIIEA.jpg,https://en.wikipedia.org/wiki/Dassault_Mirage_III,0.239,No,ADS_033
Pakistan,Bayraktar TB2 (PAF),UAV_Drone,Modern,2023,4.5,222,300,8200,2.0,4.5,150,78,5.0,6.5,Active,True,Turkish MALE drone with proven combat record in multiple theatres. Carries MAM-L laser-guided smart micro-munition. Pakistan acquired for ISR and strike roles.,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Bayraktar_TB2_Ukraine.jpg/320px-Bayraktar_TB2_Ukraine.jpg,https://en.wikipedia.org/wiki/Baykar_Bayraktar_TB2,1.923,No,ADS_034
Pakistan,LY-80 (HQ-16) SAM,SAM_System,Modern,2015,4.0,4000,40,15000,0.0,6.0,0,78,100.0,7.0,Active,False,Chinese-supplied medium-range SAM system. Active radar homing. Semi-mobile launcher. Complements PAF air defence network. Intended to counter Indian air threats.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/HQ-16_SAM_system.jpg/320px-HQ-16_SAM_system.jpg,https://en.wikipedia.org/wiki/HQ-16,1.948,No,ADS_035
North Korea,MiG-29 (KPAAF),Fighter_Aircraft,Traditional,1988,3.5,2445,1430,18000,1.5,3.0,4500,45,28.0,4.5,Active,False,North Korea's most capable fighter (~35 airframes). Poorly maintained; limited flight hours. Primarily used for symbolic propaganda. Some may lack functional weapons systems.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Mikoyan-Gurevich_MiG-29_%28edit1%29.jpg/320px-Mikoyan-Gurevich_MiG-29_%28edit1%29.jpg,https://en.wikipedia.org/wiki/Mikoyan_MiG-29,0.685,Yes,ADS_036
North Korea,KN-06 SAM System,SAM_System,Modern,2017,4.0,10000,150,25000,0.0,5.5,0,65,150.0,7.0,Active,False,North Korea's indigenous long-range SAM inspired by S-300/S-400. Claimed 150km range. Limited production. Designed to deter US/South Korean air power.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/KN-06_SAM_North_Korea.jpg/320px-KN-06_SAM_North_Korea.jpg,https://en.wikipedia.org/wiki/KN-06,0.957,No,ADS_037
North Korea,Hwasong-15 ICBM,Interceptor_Missile,Modern,2017,4.5,25000,13000,4475000,0.0,3.5,1000,60,50.0,9.5,Active,False,North Korea's most powerful ICBM. Can reach all of continental USA. Nuclear-capable. Liquid-fueled (long preparation time). Proliferation risk to India's adversaries.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Hwasong-15.jpg/320px-Hwasong-15.jpg,https://en.wikipedia.org/wiki/Hwasong-15,0.647,Yes,ADS_038
North Korea,Shahed-136 type (NK),UAV_Drone,Modern,2023,3.5,185,2500,4000,3.5,2.0,50,55,0.02,6.0,Active,True,North Korea produces loitering munitions similar to Iranian Shahed-136. Supplied to Russia for Ukraine conflict. Cheap swarm weapons; effective against radar and C2 nodes.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Shahed-136_drone.jpg/320px-Shahed-136_drone.jpg,https://en.wikipedia.org/wiki/HESA_Shahed_136,1.526,No,ADS_039
France,Rafale C,Fighter_Aircraft,Modern,2006,4.5,1915,3700,15240,4.5,9.2,9500,93,115.0,9.0,Active,True,"France's omnirole 4.5-gen fighter. SPECTRA EW suite (world's best). Meteor BVR, SCALP cruise missile. Combat proven in Libya, Mali, Syria, Iraq.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Rafale_Farnborough_Airshow_2010.jpg/320px-Rafale_Farnborough_Airshow_2010.jpg,https://en.wikipedia.org/wiki/Dassault_Rafale,1.16,No,ADS_040
France,SAMP/T Aster 30,SAM_System,Modern,2007,5.0,4500,120,20000,0.0,8.5,0,90,380.0,8.5,Active,True,"European TLVS air defence. Aster 30 missile (active radar homing), 120km range. Combat proven in Ukraine (supplied to Kyiv). Franco-Italian development.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/SAMP-T_launcher.jpg/320px-SAMP-T_launcher.jpg,https://en.wikipedia.org/wiki/Aster_missile_family,0.683,Yes,ADS_041
France,Tiger HAD Helicopter,Helicopter,Modern,2012,4.5,290,800,4000,3.5,7.0,1300,82,36.0,7.8,Active,True,"European attack helicopter. HOT3/Spike missiles, 30mm GIAT cannon. HAD (Support and Destruction) variant highly capable. Used in Mali, Central Africa.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Tiger_HAD_helicopter.jpg/320px-Tiger_HAD_helicopter.jpg,https://en.wikipedia.org/wiki/Airbus_Tiger,1.243,Yes,ADS_042
United Kingdom,Eurofighter Typhoon FGR4,Fighter_Aircraft,Modern,2003,4.5,2495,2900,19812,3.5,8.5,9000,88,124.0,8.8,Active,True,"Multinational 4.5-gen fighter. CAPTOR-E AESA radar, Meteor/AMRAAM. RAF operates 107. Used in Libya, Iraq, Syria. Proposed to India multiple times.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Eurofighter_EF-2000_Typhoon_in_flight_%28cropped%29.jpg/320px-Eurofighter_EF-2000_Typhoon_in_flight_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Eurofighter_Typhoon,0.552,Yes,ADS_043
United Kingdom,F-35B Lightning (UK),Fighter_Aircraft,Modern,2018,5.0,1960,1670,15240,9.0,9.8,6800,85,135.0,9.3,Active,False,STOVL variant operates from HMS Queen Elizabeth carriers. UK operates 24 F-35B; scaling to 48. Forms centerpiece of UK Carrier Strike Group.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/F-35A_flight_%28cropped%29.jpg/320px-F-35A_flight_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Lockheed_Martin_F-35_Lightning_II,1.864,Yes,ADS_044
United Kingdom,Sky Sabre (CAMM),SAM_System,Modern,2020,5.0,3700,25,10000,0.0,8.0,0,92,150.0,7.5,Active,False,Britain's most advanced ground-based air defence. Common Anti-Air Modular Missile. Replaced Rapier. Cold-launch canister means 360° engagement. Supplied to Poland.,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Sky_Sabre_CAMM_launcher.jpg/320px-Sky_Sabre_CAMM_launcher.jpg,https://en.wikipedia.org/wiki/CAMM_(missile),0.888,No,ADS_045
Israel,F-35I Adir,Fighter_Aircraft,Modern,2017,5.0,1960,2220,15240,9.5,10.0,8160,92,110.0,9.8,Active,True,"World's most combat-experienced F-35. Israel modified AN/APG-81 with indigenous Israeli systems. First combat use globally. Used for strikes on Syria, Iraq, Iran-backed targets.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/F-35A_flight_%28cropped%29.jpg/320px-F-35A_flight_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Lockheed_Martin_F-35_Lightning_II,1.494,No,ADS_046
Israel,Iron Dome,SAM_System,Modern,2011,4.5,2800,70,10000,0.0,8.0,0,90,100.0,8.0,Active,True,World-famous short-range air defence. 90%+ intercept rate. Has intercepted 3000+ rockets. Tamir interceptors ($50k each). US co-funded. Battle-tested in Gaza conflicts.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Iron_Dome_arrayed_2012.jpg/320px-Iron_Dome_arrayed_2012.jpg,https://en.wikipedia.org/wiki/Iron_Dome,0.968,Yes,ADS_047
Israel,Arrow-3 (Chetz-3),SAM_System,Modern,2017,5.5,14400,2400,100000,0.0,9.0,0,95,3000.0,9.5,Active,True,Exo-atmospheric interceptor for ballistic missiles. Hit-to-kill technology outside atmosphere. Intercepted Iranian missiles April 2024. Being offered to India.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Arrow_3_missile_system.jpg/320px-Arrow_3_missile_system.jpg,https://en.wikipedia.org/wiki/Arrow_3,1.28,Yes,ADS_048
Israel,Heron TP (IAI),UAV_Drone,Modern,2010,4.5,220,1500,14000,2.5,6.5,1000,92,35.0,7.0,Active,True,"Israel's strategic MALE UCAV. 52-hour endurance, 1000kg payload. SAR, EO/IR sensors. India leases and operates Heron TP for LAC surveillance and strike.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Heron_TP_UAV.jpg/320px-Heron_TP_UAV.jpg,https://en.wikipedia.org/wiki/IAI_Heron_TP,1.32,Yes,ADS_049
Israel,David's Sling,SAM_System,Modern,2017,5.0,7560,300,15000,0.0,9.5,0,93,1000.0,9.2,Active,True,Fills the gap between Iron Dome and Arrow. Stunner interceptor (hit-to-kill + fragmentation). Range 40-300km. Battle-tested against Iranian ballistic missile salvo in April 2024.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/David%27s_Sling_system.jpg/320px-David%27s_Sling_system.jpg,https://en.wikipedia.org/wiki/David%27s_Sling,0.777,Yes,ADS_050
Japan,F-35A (JASDF),Fighter_Aircraft,Modern,2019,5.0,1960,2220,15240,9.0,9.8,8160,88,135.0,9.5,Active,False,JASDF acquiring 147 F-35s (105 F-35A + 42 F-35B). Replaces aging F-15J fleet. Largest non-US F-35 customer. Primary deterrent against PLAAF and KPAAF.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/F-35A_flight_%28cropped%29.jpg/320px-F-35A_flight_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Lockheed_Martin_F-35_Lightning_II,1.954,Yes,ADS_051
Japan,F-15J Kai (Modernized),Fighter_Aircraft,Traditional,1981,4.0,3017,4630,20000,2.5,6.5,10659,80,55.0,7.5,Active,False,"Japan-specific F-15. Upgraded with IRST, J/ALQ-2 EW. Being further upgraded to 'F-15JSI' standard with AESA radar. 155 in service. Main interceptor role.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/F-15EX_first_flight.jpg/320px-F-15EX_first_flight.jpg,https://en.wikipedia.org/wiki/McDonnell_Douglas_F-15_Eagle,0.665,Yes,ADS_052
Japan,PAC-3 MSE (JASDF),SAM_System,Modern,2019,5.0,8100,35,24000,0.0,8.5,0,95,4.0,8.8,Active,False,Japan's primary TBM defense system. Deployed at 6 JASDF bases. Upgraded to MSE (Missile Segment Enhancement) for extended range. Complemented by Aegis BMD ships.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Patriot_missile_launch_b.jpg/320px-Patriot_missile_launch_b.jpg,https://en.wikipedia.org/wiki/Patriot_missile_system,1.909,No,ADS_053
Australia,F-35A (RAAF),Fighter_Aircraft,Modern,2021,5.0,1960,2220,15240,9.0,9.8,8160,90,135.0,9.5,Active,False,Australia's next-gen fighter. 72 ordered. Replaces legacy Hornet. RAAF pilots training alongside USAF. Integrated into US-AU network-centric warfare framework.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/F-35A_flight_%28cropped%29.jpg/320px-F-35A_flight_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Lockheed_Martin_F-35_Lightning_II,1.842,Yes,ADS_054
